Wall time,Step,Value
1684705795.0593076,285,21.987714767456055
1684705796.2454474,286,20.448270797729492
1684705797.4275575,287,21.982967376708984
1684705798.6140027,288,22.06287384033203
1684705799.794319,289,21.523019790649414
1684705800.9819696,290,22.31513786315918
1684705802.1602964,291,20.07219696044922
1684705803.3389678,292,20.92997932434082
1684705804.531317,293,21.451234817504883
1684705805.7087464,294,22.05224609375
1684705806.8966193,295,19.973512649536133
1684705808.0927265,296,21.221698760986328
1684705809.2696857,297,20.871675491333008
1684705810.4620204,298,20.46762466430664
1684705811.6973138,299,22.001144409179688
1684705812.8751352,300,21.069705963134766
1684705814.0545242,301,21.511329650878906
1684705815.2318127,302,21.47296905517578
1684705816.4120104,303,21.916263580322266
1684705817.5934381,304,21.038766860961914
1684705818.7801244,305,21.016674041748047
1684705819.9614897,306,22.038915634155273
1684705821.147482,307,22.342405319213867
1684705822.3124962,308,20.676166534423828
1684705823.4888468,309,20.861509323120117
1684705824.6613562,310,21.908830642700195
1684705825.8376276,311,23.145462036132812
1684705827.0778556,312,21.954421997070312
1684705828.2886631,313,20.49043083190918
1684705829.4686716,314,20.762731552124023
1684705830.6483886,315,21.45916175842285
1684705831.8173978,316,21.747798919677734
1684705833.0845923,317,22.783414840698242
1684705834.2920458,318,20.975122451782227
1684705835.59211,319,23.321237564086914
1684705836.948669,320,23.084253311157227
1684705838.1419954,321,22.99900245666504
1684705839.323405,322,21.620073318481445
1684705840.6070848,323,20.632999420166016
1684705841.922226,324,21.98828125
1684705843.1008184,325,22.949113845825195
1684705844.279252,326,22.5643310546875
1684705845.4534273,327,22.093271255493164
1684705846.6316411,328,21.7818660736084
1684705847.8630269,329,20.978832244873047
1684705849.0764263,330,22.0963191986084
1684705850.3417075,331,21.235689163208008
1684705851.5442636,332,23.317541122436523
1684705852.8564162,333,21.174997329711914
1684705854.0514162,334,22.683311462402344
1684705855.316621,335,21.739025115966797
1684705856.4985273,336,22.7871036529541
1684705857.7751634,337,20.628376007080078
1684705858.9792507,338,22.400203704833984
1684705860.1663966,339,22.380449295043945
1684705861.4240832,340,21.17171287536621
1684705862.6366038,341,21.37899398803711
1684705863.8215127,342,22.899368286132812
1684705865.0262997,343,21.92667579650879
1684705866.1936154,344,22.235929489135742
1684705867.3696733,345,22.736352920532227
1684705868.546482,346,23.32565689086914
1684705869.721953,347,21.8317928314209
1684705870.97887,348,22.87519073486328
1684705872.3041606,349,22.595508575439453
1684705873.510738,350,21.65728187561035
1684705874.724041,351,21.858522415161133
1684705875.969648,352,22.919198989868164
1684705877.217781,353,22.223896026611328
1684705878.429944,354,23.36890411376953
1684705879.7791348,355,21.347782135009766
1684705881.013897,356,21.6633243560791
1684705882.3115249,357,22.06852912902832
1684705883.486613,358,21.165712356567383
1684705884.6954315,359,21.859943389892578
1684705885.9281254,360,22.496017456054688
1684705887.1680703,361,22.423301696777344
1684705888.521554,362,21.717390060424805
1684705889.7952602,363,22.813032150268555
1684705891.11513,364,22.29469871520996
1684705892.3095086,365,21.771350860595703
1684705893.532988,366,22.799192428588867
1684705894.7762682,367,23.936933517456055
1684705895.976823,368,22.301305770874023
1684705897.2552292,369,21.91427230834961
1684705898.532377,370,22.560522079467773
1684705899.7130687,371,21.087146759033203
1684705901.0098064,372,21.82016944885254
1684705902.2317235,373,21.833532333374023
1684705903.4063022,374,23.56405258178711
1684705904.716416,375,21.96246337890625
1684705905.9007025,376,22.556232452392578
1684705907.0812042,377,22.786827087402344
1684705908.2603116,378,23.07919692993164
1684705909.4367366,379,22.83576011657715
1684705910.6124992,380,21.08154296875
1684705911.7908735,381,22.092350006103516
1684705912.969045,382,21.71974754333496
1684705914.1382983,383,21.62295913696289
1684705915.3947058,384,23.656795501708984
1684705916.6845965,385,21.23093032836914
1684705917.9445558,386,22.71083641052246
1684705919.1322315,387,22.407739639282227
1684705920.3072112,388,22.08062171936035
1684705921.50947,389,21.720077514648438
1684705922.7087123,390,21.596126556396484
1684705923.9167404,391,23.2132625579834
1684705925.1357412,392,22.908437728881836
1684705926.3180332,393,22.74393081665039
1684705927.5010073,394,22.575088500976562
1684705928.6811016,395,22.072786331176758
1684705929.8592615,396,24.028284072875977
1684705931.1136382,397,22.533998489379883
1684705932.3048003,398,21.84110450744629
1684705933.4866056,399,23.001882553100586
1684705934.669287,400,23.92144775390625
1684705936.0081532,401,22.954090118408203
1684705937.1917546,402,23.32745933532715
1684705938.461834,403,22.296812057495117
1684705939.6476903,404,21.76787757873535
1684705940.8285158,405,22.826431274414062
1684705942.0211267,406,23.935863494873047
1684705943.2138698,407,23.827075958251953
1684705944.390474,408,22.986106872558594
1684705945.5715394,409,22.886825561523438
1684705946.7402613,410,22.707916259765625
1684705947.9129043,411,22.516368865966797
1684705949.1535294,412,22.51615333557129
1684705950.3406389,413,22.812463760375977
1684705951.530405,414,23.66468620300293
1684705952.702985,415,22.75714111328125
1684705953.8775325,416,22.318483352661133
1684705955.052833,417,22.345396041870117
1684705956.2260017,418,22.950841903686523
1684705957.3931832,419,23.1212100982666
1684705958.57713,420,22.969202041625977
1684705959.7566385,421,22.804048538208008
1684705960.9897573,422,23.598323822021484
1684705962.177625,423,23.366907119750977
1684705963.4412808,424,22.02430534362793
1684705964.651643,425,22.10963249206543
1684705965.8392763,426,23.067190170288086
1684705967.0184643,427,23.918737411499023
1684705968.2003937,428,24.337909698486328
1684705969.3781986,429,22.167524337768555
1684705970.5583758,430,23.004247665405273
1684705971.7414627,431,23.122072219848633
1684705972.9425883,432,22.99930763244629
1684705974.1250746,433,23.412216186523438
1684705975.3235292,434,22.864046096801758
1684705976.518474,435,24.279376983642578
1684705977.7345037,436,23.608068466186523
1684705978.9828854,437,22.535085678100586
1684705980.2187371,438,23.647661209106445
1684705981.535145,439,23.746295928955078
1684705982.716414,440,22.865774154663086
1684705983.939785,441,23.367523193359375
1684705985.1111417,442,23.357080459594727
1684705986.3205743,443,22.092233657836914
1684705987.4899275,444,24.00653648376465
1684705988.6760402,445,22.196334838867188
1684705989.8449702,446,23.831541061401367
1684705991.0855684,447,23.458189010620117
1684705992.2779207,448,22.688215255737305
1684705993.460539,449,23.33554458618164
1684705994.6553798,450,22.786436080932617
1684705995.8567104,451,22.926240921020508
1684705997.0528672,452,22.930728912353516
1684705998.2559655,453,22.309715270996094
1684705999.433104,454,22.869686126708984
1684706000.6106336,455,24.22802734375
1684706001.7842786,456,22.210433959960938
1684706002.9663568,457,23.909971237182617
1684706004.165265,458,22.69463348388672
1684706005.386739,459,23.68181800842285
1684706006.5873241,460,23.465078353881836
1684706007.7736578,461,23.192466735839844
1684706008.9499004,462,23.19072914123535
1684706010.1486099,463,22.334321975708008
1684706011.3261933,464,23.249038696289062
1684706012.506469,465,23.33610725402832
1684706013.6796954,466,21.952253341674805
1684706014.8553913,467,20.777114868164062
1684706016.0270112,468,22.610963821411133
1684706017.2035596,469,24.0153865814209
1684706018.379881,470,22.125638961791992
1684706019.5539763,471,24.146528244018555
1684706020.7721605,472,23.537700653076172
1684706021.9889085,473,21.82004737854004
1684706023.1875753,474,22.177291870117188
1684706024.4018657,475,23.427230834960938
1684706025.619822,476,23.245784759521484
1684706026.8340108,477,23.092599868774414
1684706028.0146127,478,22.10117530822754
1684706029.196049,479,22.790626525878906
1684706030.37456,480,22.985214233398438
1684706031.5819376,481,22.726848602294922
1684706032.7996266,482,23.676034927368164
1684706033.9918041,483,23.770870208740234
1684706035.1734357,484,23.035911560058594
1684706036.3673582,485,23.535648345947266
1684706037.5472085,486,22.811012268066406
1684706038.7279181,487,22.15488052368164
1684706039.9099464,488,23.573108673095703
1684706041.0868697,489,21.217927932739258
1684706042.2619057,490,22.578933715820312
1684706043.43482,491,23.11746597290039
1684706044.6143115,492,24.5991268157959
1684706045.792955,493,24.315814971923828
1684706046.9630258,494,22.87765884399414
1684706048.1484659,495,23.545015335083008
1684706049.323624,496,21.616010665893555
1684706050.5530186,497,22.985950469970703
1684706051.8085427,498,22.38751983642578
1684706052.9835021,499,22.92586326599121
1684706054.1849744,500,21.99618148803711
1684706067.8270874,501,23.334266662597656
1684706069.0018432,502,23.66547393798828
1684706070.170327,503,21.981538772583008
1684706071.337625,504,24.305749893188477
1684706072.5054011,505,23.48850440979004
1684706073.6734133,506,22.42448616027832
1684706074.857276,507,23.87897491455078
1684706076.043269,508,23.836776733398438
1684706077.2282875,509,23.23152732849121
1684706078.41694,510,22.260374069213867
1684706079.5955338,511,23.514440536499023
1684706080.8097026,512,23.89364242553711
1684706081.9876907,513,23.678943634033203
1684706083.1748812,514,23.925600051879883
1684706084.363072,515,24.15416145324707
1684706085.5340497,516,23.374710083007812
1684706086.7213385,517,22.01268196105957
1684706087.899835,518,22.535951614379883
1684706089.086394,519,24.891508102416992
1684706090.2666025,520,23.50032615661621
1684706091.4479735,521,22.845489501953125
1684706092.6266267,522,23.535261154174805
1684706093.7951672,523,23.527734756469727
1684706094.962497,524,23.277875900268555
1684706096.1541827,525,23.542430877685547
1684706097.321048,526,23.41126823425293
1684706098.4906442,527,23.418245315551758
1684706099.6598666,528,24.586923599243164
1684706100.841234,529,23.98411750793457
1684706102.021337,530,22.967313766479492
1684706103.1938632,531,24.17890167236328
1684706104.3825438,532,23.09056854248047
1684706105.5615706,533,23.119382858276367
1684706106.7487078,534,23.739229202270508
1684706107.9284725,535,23.968650817871094
1684706109.1176147,536,22.258455276489258
1684706110.301685,537,22.765357971191406
1684706111.6138737,538,24.76392936706543
1684706112.8004434,539,24.02463722229004
1684706113.975355,540,23.75373649597168
1684706115.158624,541,24.355247497558594
1684706116.3498082,542,23.794296264648438
1684706117.5285149,543,23.74578857421875
1684706118.7095525,544,23.365917205810547
1684706119.9858074,545,24.05771255493164
1684706121.3265715,546,25.10093879699707
1684706122.5395243,547,24.462926864624023
1684706123.8118536,548,23.193519592285156
1684706124.9789064,549,23.512378692626953
1684706126.1436143,550,23.652790069580078
1684706127.3282459,551,24.060041427612305
1684706128.4949708,552,23.507097244262695
1684706129.6634293,553,23.41801643371582
1684706130.826417,554,23.079753875732422
1684706131.9894905,555,23.676307678222656
1684706133.1673653,556,23.240798950195312
1684706134.3315659,557,24.299076080322266
1684706135.5042973,558,23.99703025817871
1684706136.6689923,559,23.756118774414062
1684706137.832567,560,22.48379135131836
1684706139.026213,561,23.538991928100586
1684706140.3151157,562,24.341716766357422
1684706141.6221566,563,22.736366271972656
1684706142.9103045,564,24.15840721130371
1684706144.2446415,565,23.56974220275879
1684706145.4893599,566,24.189727783203125
1684706146.801225,567,24.240102767944336
1684706148.0115168,568,23.24494743347168
1684706149.2405362,569,23.899673461914062
1684706150.4224143,570,23.61957359313965
1684706151.6921957,571,23.799251556396484
1684706153.0035367,572,23.998037338256836
1684706154.2398138,573,23.646190643310547
1684706155.532172,574,24.93598175048828
1684706156.7026649,575,24.51958465576172
1684706157.8841648,576,24.947032928466797
1684706159.0926046,577,22.447574615478516
1684706160.3831506,578,24.86183738708496
1684706161.6360989,579,24.356420516967773
1684706162.9654768,580,23.99755859375
1684706164.1654315,581,24.790311813354492
1684706165.4230688,582,23.73830223083496
1684706166.7629452,583,24.46866226196289
1684706167.9912596,584,24.339338302612305
1684706169.183112,585,23.405900955200195
1684706170.3870223,586,22.92615509033203
1684706171.7092774,587,24.569562911987305
1684706172.8969836,588,24.048009872436523
1684706174.0835025,589,23.215715408325195
1684706175.263486,590,22.53207778930664
1684706176.4492285,591,24.37264633178711
1684706177.6302047,592,24.29400062561035
1684706178.815535,593,24.74225616455078
1684706180.0079176,594,23.79827117919922
1684706181.1957085,595,24.59226417541504
1684706182.5004213,596,24.27457046508789
1684706183.6792903,597,23.74750328063965
1684706184.8771374,598,24.883943557739258
1684706186.1206548,599,24.249345779418945
1684706187.4242368,600,24.895618438720703
1684706188.6541324,601,24.05535888671875
1684706189.8303697,602,23.79753875732422
1684706191.0107439,603,23.764266967773438
1684706192.1822267,604,24.2791690826416
1684706193.3608034,605,24.261093139648438
1684706194.54124,606,23.92106819152832
1684706195.7228875,607,24.327144622802734
1684706196.9042096,608,24.937816619873047
1684706198.0866716,609,24.411277770996094
1684706199.2611516,610,25.050016403198242
1684706200.4461668,611,23.245119094848633
1684706201.7667046,612,24.249332427978516
1684706202.9471982,613,24.796064376831055
1684706204.1276562,614,24.373538970947266
1684706205.30653,615,24.458322525024414
1684706206.5001411,616,23.877389907836914
1684706207.6812103,617,24.020139694213867
1684706208.8862886,618,24.94529914855957
1684706210.222251,619,24.53470230102539
1684706211.4234195,620,24.615591049194336
1684706212.6049852,621,23.8376522064209
1684706213.7876172,622,24.70282554626465
1684706214.9673717,623,24.529443740844727
1684706216.1534534,624,24.952098846435547
1684706217.333281,625,23.71236801147461
1684706218.5081904,626,24.730802536010742
1684706219.6895146,627,22.620811462402344
1684706220.8746955,628,23.727367401123047
1684706222.0726218,629,25.557249069213867
1684706223.2765183,630,22.338293075561523
1684706224.4836788,631,23.926923751831055
1684706225.6772666,632,25.237499237060547
1684706226.8567216,633,24.60411834716797
1684706228.0374277,634,24.821712493896484
1684706229.2220085,635,24.520830154418945
1684706230.3998282,636,24.666913986206055
1684706231.7083266,637,24.946504592895508
1684706232.8882961,638,24.172306060791016
1684706234.0641744,639,24.809154510498047
1684706235.2514544,640,22.70988655090332
1684706236.4299676,641,24.053573608398438
1684706237.6258914,642,23.08652114868164
1684706238.8033807,643,24.658710479736328
1684706239.9813468,644,24.233375549316406
1684706241.176432,645,24.54636001586914
1684706242.352121,646,24.348955154418945
1684706243.5302265,647,24.1013126373291
1684706244.7125494,648,23.757991790771484
1684706245.8965135,649,24.405977249145508
1684706247.0766313,650,24.118608474731445
1684706248.2604053,651,25.1108455657959
1684706249.4538555,652,22.768476486206055
1684706250.632296,653,24.62816619873047
1684706251.817661,654,25.841733932495117
1684706253.0079765,655,25.143898010253906
1684706254.1874077,656,24.389801025390625
1684706255.366493,657,25.08006477355957
1684706256.5478222,658,24.906898498535156
1684706257.723789,659,24.38709259033203
1684706258.900173,660,24.36520004272461
1684706260.086428,661,25.103233337402344
1684706261.359249,662,25.244491577148438
1684706262.538555,663,22.05299949645996
1684706263.7091477,664,23.182403564453125
1684706264.895898,665,25.04283905029297
1684706266.1056576,666,24.19881820678711
1684706267.3139863,667,23.968358993530273
1684706268.4997766,668,23.070552825927734
1684706269.6793163,669,25.533838272094727
1684706270.8470023,670,24.124937057495117
1684706272.0157733,671,24.075496673583984
1684706273.1833136,672,25.188579559326172
1684706274.3588088,673,24.49666404724121
1684706275.5263803,674,24.094486236572266
1684706276.7156422,675,25.013961791992188
1684706277.8899095,676,22.887454986572266
1684706279.059441,677,24.68562889099121
1684706280.2271624,678,25.039161682128906
1684706281.3991218,679,24.519163131713867
1684706282.5827773,680,23.98232650756836
1684706283.7590768,681,24.462221145629883
1684706284.9309506,682,25.488019943237305
1684706286.1045241,683,24.014888763427734
1684706287.297805,684,24.763946533203125
1684706288.4652593,685,23.710222244262695
1684706289.6342049,686,25.926156997680664
1684706290.8577015,687,24.55635643005371
1684706292.0776877,688,25.6822452545166
1684706293.253161,689,23.773387908935547
1684706294.4297955,690,24.23613739013672
1684706295.6206448,691,25.238651275634766
1684706296.8235862,692,25.03730010986328
1684706298.021409,693,23.293432235717773
1684706299.200383,694,24.386337280273438
1684706300.3770454,695,26.146011352539062
1684706301.5588152,696,26.025787353515625
1684706302.7343495,697,26.111543655395508
1684706303.9116569,698,25.644718170166016
1684706305.0900762,699,24.780866622924805
1684706306.2779675,700,24.122224807739258
1684706307.4608881,701,23.23875617980957
1684706308.6315393,702,23.513090133666992
1684706309.7990525,703,24.38301658630371
1684706310.9677365,704,24.85993003845215
1684706312.1383455,705,24.848079681396484
1684706313.3144207,706,24.972217559814453
1684706314.5030892,707,25.10736656188965
1684706315.684347,708,23.78286361694336
1684706316.87453,709,26.36370086669922
1684706318.054231,710,25.034900665283203
1684706319.232381,711,24.686803817749023
1684706320.401768,712,25.479034423828125
1684706321.7031147,713,23.84775161743164
1684706322.8841536,714,25.652250289916992
1684706324.0742319,715,25.340837478637695
1684706325.248204,716,26.171541213989258
1684706326.4231348,717,25.584331512451172
1684706327.6034987,718,24.250818252563477
1684706328.785219,719,24.221424102783203
1684706329.974867,720,24.994245529174805
1684706331.161944,721,25.719999313354492
1684706332.352411,722,24.456464767456055
1684706333.5281262,723,21.745786666870117
1684706334.6957965,724,24.693260192871094
1684706335.8641183,725,24.997900009155273
1684706337.0356495,726,25.054903030395508
1684706338.2066767,727,25.232938766479492
1684706339.3838353,728,25.09656524658203
1684706340.5808406,729,26.164443969726562
1684706341.7554047,730,24.50899314880371
1684706342.9278424,731,24.164325714111328
1684706344.1088693,732,24.787466049194336
1684706345.288019,733,25.986083984375
1684706346.4637175,734,25.041133880615234
1684706347.6359005,735,23.939422607421875
1684706348.8409362,736,25.758779525756836
1684706350.055629,737,26.076847076416016
1684706351.3170667,738,25.728025436401367
1684706352.5008516,739,25.230815887451172
1684706353.6756246,740,25.748321533203125
1684706354.8439023,741,24.63965606689453
1684706356.0193212,742,25.32602882385254
1684706357.2103415,743,25.634157180786133
1684706358.4001105,744,25.457304000854492
1684706359.5722928,745,25.711288452148438
